policy_type,namespace,destination_cidr,allowed,port,protocol,peer_namespace,egress_destination_cidr,egress_allowed,ports_json,target_labels_json,peer_labels_json
MultiPort,basel,100.0.35.0/24,,,,,,,"[{""protocol"": ""TCP"", ""port"": 22}, {""protocol"": ""TCP"", ""port"": 3306}, {""protocol"": ""TCP"", ""port"": 8080}]",,
MultiLabelSelector,basel,,,8080,TCP,,,,,"{""app"": ""cart"", ""tier"": ""worker""}","{""app"": ""auth"", ""tier"": ""frontend""}"
Reachability,bratislava,100.0.36.0/24,true,80,TCP,,,,,,
Isolation,bratislava,100.0.36.0/24,true,80,TCP,,,,,,
NamespaceSelector,bratislava,,true,80,TCP,frankfurt,,,,,
CombinedIngressEgress,bratislava,,false,80,TCP,,100.1.36.0/24,true,,,
MultiPort,bratislava,100.0.36.0/24,,,,,,,"[{""protocol"": ""TCP"", ""port"": 3306}, {""protocol"": ""TCP"", ""port"": 6379}]",,
MultiLabelSelector,bratislava,,,8080,TCP,,,,,"{""app"": ""payments"", ""tier"": ""frontend""}","{""app"": ""orders"", ""tier"": ""backend""}"
Reachability,brussels,100.0.37.0/24,false,80,TCP,,,,,,
Isolation,brussels,100.0.37.0/24,false,80,TCP,,,,,,
NamespaceSelector,brussels,,false,80,TCP,geneva,,,,,
CombinedIngressEgress,brussels,,false,80,TCP,,100.1.37.0/24,false,,,
MultiPort,brussels,100.0.37.0/24,,,,,,,"[{""protocol"": ""TCP"", ""port"": 22}, {""protocol"": ""TCP"", ""port"": 80}, {""protocol"": ""TCP"", ""port"": 3306}]",,
MultiLabelSelector,brussels,,,8080,TCP,,,,,"{""app"": ""gateway"", ""tier"": ""backend""}","{""app"": ""inventory"", ""tier"": ""cache""}"
Reachability,bucharest,100.0.38.0/24,true,80,TCP,,,,,,
Isolation,bucharest,100.0.38.0/24,true,80,TCP,,,,,,
NamespaceSelector,bucharest,,true,80,TCP,istanbul,,,,,
CombinedIngressEgress,bucharest,,false,80,TCP,,100.1.38.0/24,true,,,
MultiPort,bucharest,100.0.38.0/24,,,,,,,"[{""protocol"": ""TCP"", ""port"": 80}, {""protocol"": ""TCP"", ""port"": 6379}]",,
MultiLabelSelector,bucharest,,,8080,TCP,,,,,"{""app"": ""auth"", ""tier"": ""cache""}","{""app"": ""notifications"", ""tier"": ""worker""}"
Reachability,budapest,100.0.39.0/24,false,80,TCP,,,,,,
Isolation,budapest,100.0.39.0/24,false,80,TCP,,,,,,
NamespaceSelector,budapest,,false,80,TCP,kiev,,,,,
CombinedIngressEgress,budapest,,false,80,TCP,,100.1.39.0/24,false,,,
MultiPort,budapest,100.0.39.0/24,,,,,,,"[{""protocol"": ""TCP"", ""port"": 22}, {""protocol"": ""TCP"", ""port"": 80}, {""protocol"": ""TCP"", ""port"": 443}]",,
MultiLabelSelector,budapest,,,8080,TCP,,,,,"{""app"": ""orders"", ""tier"": ""worker""}","{""app"": ""search"", ""tier"": ""frontend""}"
Reachability,dublin,100.0.40.0/24,true,80,TCP,,,,,,
Isolation,dublin,100.0.40.0/24,true,80,TCP,,,,,,
NamespaceSelector,dublin,,true,80,TCP,lisbon,,,,,
CombinedIngressEgress,dublin,,false,80,TCP,,100.1.40.0/24,true,,,
MultiPort,dublin,100.0.40.0/24,,,,,,,"[{""protocol"": ""TCP"", ""port"": 80}, {""protocol"": ""TCP"", ""port"": 3306}]",,
MultiLabelSelector,dublin,,,8080,TCP,,,,,"{""app"": ""inventory"", ""tier"": ""frontend""}","{""app"": ""cart"", ""tier"": ""backend""}"
Reachability,frankfurt,100.0.41.0/24,false,80,TCP,,,,,,
Isolation,frankfurt,100.0.41.0/24,false,80,TCP,,,,,,
NamespaceSelector,frankfurt,,false,80,TCP,ljubljana,,,,,
CombinedIngressEgress,frankfurt,,false,80,TCP,,100.1.41.0/24,false,,,
MultiPort,frankfurt,100.0.41.0/24,,,,,,,"[{""protocol"": ""TCP"", ""port"": 22}, {""protocol"": ""TCP"", ""port"": 443}, {""protocol"": ""TCP"", ""port"": 3306}]",,
MultiLabelSelector,frankfurt,,,8080,TCP,,,,,"{""app"": ""notifications"", ""tier"": ""backend""}","{""app"": ""payments"", ""tier"": ""cache""}"
Reachability,geneva,100.0.42.0/24,true,80,TCP,,,,,,
Isolation,geneva,100.0.42.0/24,true,80,TCP,,,,,,
NamespaceSelector,geneva,,true,80,TCP,london,,,,,
CombinedIngressEgress,geneva,,false,80,TCP,,100.1.42.0/24,true,,,
MultiPort,geneva,100.0.42.0/24,,,,,,,"[{""protocol"": ""TCP"", ""port"": 443}, {""protocol"": ""TCP"", ""port"": 3306}]",,
MultiLabelSelector,geneva,,,8080,TCP,,,,,"{""app"": ""search"", ""tier"": ""cache""}","{""app"": ""gateway"", ""tier"": ""worker""}"
Reachability,istanbul,100.0.43.0/24,false,80,TCP,,,,,,
Isolation,istanbul,100.0.43.0/24,false,80,TCP,,,,,,
NamespaceSelector,istanbul,,false,80,TCP,luxembourg,,,,,
CombinedIngressEgress,istanbul,,false,80,TCP,,100.1.43.0/24,false,,,
MultiPort,istanbul,100.0.43.0/24,,,,,,,"[{""protocol"": ""TCP"", ""port"": 22}, {""protocol"": ""TCP"", ""port"": 443}, {""protocol"": ""TCP"", ""port"": 6379}]",,
MultiLabelSelector,istanbul,,,8080,TCP,,,,,"{""app"": ""cart"", ""tier"": ""worker""}","{""app"": ""auth"", ""tier"": ""frontend""}"
Reachability,kiev,100.0.44.0/24,true,80,TCP,,,,,,
Isolation,kiev,100.0.44.0/24,true,80,TCP,,,,,,
NamespaceSelector,kiev,,true,80,TCP,lyon,,,,,
CombinedIngressEgress,kiev,,false,80,TCP,,100.1.44.0/24,true,,,
MultiPort,kiev,100.0.44.0/24,,,,,,,"[{""protocol"": ""TCP"", ""port"": 22}, {""protocol"": ""TCP"", ""port"": 6379}]",,
MultiLabelSelector,kiev,,,8080,TCP,,,,,"{""app"": ""payments"", ""tier"": ""frontend""}","{""app"": ""orders"", ""tier"": ""backend""}"
Reachability,lisbon,100.0.45.0/24,false,80,TCP,,,,,,
Isolation,lisbon,100.0.45.0/24,false,80,TCP,,,,,,
NamespaceSelector,lisbon,,false,80,TCP,madrid,,,,,
CombinedIngressEgress,lisbon,,false,80,TCP,,100.1.45.0/24,false,,,
MultiPort,lisbon,100.0.45.0/24,,,,,,,"[{""protocol"": ""TCP"", ""port"": 22}, {""protocol"": ""TCP"", ""port"": 3306}, {""protocol"": ""TCP"", ""port"": 8080}]",,
MultiLabelSelector,lisbon,,,8080,TCP,,,,,"{""app"": ""gateway"", ""tier"": ""backend""}","{""app"": ""inventory"", ""tier"": ""cache""}"
Reachability,ljubljana,100.0.46.0/24,true,80,TCP,,,,,,
Isolation,ljubljana,100.0.46.0/24,true,80,TCP,,,,,,
NamespaceSelector,ljubljana,,true,80,TCP,marseille,,,,,
CombinedIngressEgress,ljubljana,,false,80,TCP,,100.1.46.0/24,true,,,
MultiPort,ljubljana,100.0.46.0/24,,,,,,,"[{""protocol"": ""TCP"", ""port"": 80}, {""protocol"": ""TCP"", ""port"": 6379}]",,
MultiLabelSelector,ljubljana,,,8080,TCP,,,,,"{""app"": ""auth"", ""tier"": ""cache""}","{""app"": ""notifications"", ""tier"": ""worker""}"
Reachability,london,100.0.47.0/24,false,80,TCP,,,,,,
Isolation,london,100.0.47.0/24,false,80,TCP,,,,,,
NamespaceSelector,london,,false,80,TCP,milan,,,,,
CombinedIngressEgress,london,,false,80,TCP,,100.1.47.0/24,false,,,
MultiPort,london,100.0.47.0/24,,,,,,,"[{""protocol"": ""TCP"", ""port"": 22}, {""protocol"": ""TCP"", ""port"": 6379}, {""protocol"": ""TCP"", ""port"": 8080}]",,
MultiLabelSelector,london,,,8080,TCP,,,,,"{""app"": ""orders"", ""tier"": ""worker""}","{""app"": ""search"", ""tier"": ""frontend""}"
Reachability,luxembourg,100.0.48.0/24,true,80,TCP,,,,,,
Isolation,luxembourg,100.0.48.0/24,true,80,TCP,,,,,,
NamespaceSelector,luxembourg,,true,80,TCP,paris,,,,,
CombinedIngressEgress,luxembourg,,false,80,TCP,,100.1.48.0/24,true,,,
MultiPort,luxembourg,100.0.48.0/24,,,,,,,"[{""protocol"": ""TCP"", ""port"": 80}, {""protocol"": ""TCP"", ""port"": 6379}]",,
MultiLabelSelector,luxembourg,,,8080,TCP,,,,,"{""app"": ""inventory"", ""tier"": ""frontend""}","{""app"": ""cart"", ""tier"": ""backend""}"
Reachability,lyon,100.0.49.0/24,false,80,TCP,,,,,,
Isolation,lyon,100.0.49.0/24,false,80,TCP,,,,,,
NamespaceSelector,lyon,,false,80,TCP,praha,,,,,
CombinedIngressEgress,lyon,,false,80,TCP,,100.1.49.0/24,false,,,
MultiPort,lyon,100.0.49.0/24,,,,,,,"[{""protocol"": ""TCP"", ""port"": 22}, {""protocol"": ""TCP"", ""port"": 443}, {""protocol"": ""TCP"", ""port"": 6379}]",,
MultiLabelSelector,lyon,,,8080,TCP,,,,,"{""app"": ""notifications"", ""tier"": ""backend""}","{""app"": ""payments"", ""tier"": ""cache""}"
